번호,재료명,아이템명,가격,아이템번호,마트번호
146,돼지등갈비,돈담음 돼지 등갈비 (냉장) (100G),3490,3,3
147,된장,CJ 해찬들 재래식 된장 2KG,16580,1,1
147,된장,대상 청정원 순창 재래식 안심 생된장 500G,4280,2,1
147,된장,CJ 해찬들 재래식 된장 500G,4590,3,1
147,된장,[해찬들] 그대로 끓여먹는 된장찌개 전용 된장 450g,8780,1,2
147,된장,[청정원] 순창 재래식생된장 1kg,8190,2,2
147,된장,노브랜드 정성깃든된장 1kg,3130,3,2
147,된장,청정원 재래식된장 (1KG),4980,1,3
147,된장,청정원 재래식된장 (500G),4270,2,3
147,된장,청정원 조개 멸치 된장 (450G),7900,3,3
148,두릅,땅두릅(팩),4990,1,1
148,두릅,[맛다름] 국내산 참두릅 500g내외/팩,40000,2,1
148,두릅,[푸르젠] 국내산 땅두릅 500g 2팩,27900,3,1
148,두릅,SSG 가평 참두릅(200g/팩),14800,1,2
148,두릅,참두릅(대목-중국),5980,2,2
148,두릅,가평 참두릅 1팩 160g 나무두릅,6900,3,2
148,두릅,땅두릅 (팩),4990,1,3
148,두릅,[맛다름]국산 참두릅 500g내외/팩,33000,2,3
148,두릅,땅두릅 500g 2팩,29500,3,3
149,두반장,오뚜기 이금기 중화 두반장 226G,4180,1,1
149,두반장,두반장(대화 450g)X12,134960,2,1
149,두반장,두반장(대화 450g)X4,46370,3,1
149,두반장,[오뚜기] 이금기 중화두반장소스 368g,6580,1,2
149,두반장,오뚜기 이금기중화두반장226g,5900,2,2
149,두반장,하하두반장 435g,8380,3,2
149,두반장,이금기 중화 두반장 (226G),4180,1,3
149,두반장,이금기 중화 두반장 (368G*2입),7960,2,3
150,두부,홈플러스시그니처 국산콩 두부 기획 300GX2,3590,1,1
150,두부,강릉 초당 부침 두부 550G,3490,2,1
150,두부,대상 고소한 부침용 두부 400G,5280,3,1
150,두부,풀무원 네컵 연두부 360g,2760,1,2
150,두부,꿈꾸는콩 촌두부 550G,1950,2,2
150,두부,노브랜드 국산콩두부300g*2입,3280,3,2
150,두부,어깨동무 알찬콩 두부 (300G),1290,1,3
150,두부,풀무원 국산콩 두부2입 기획 (300G*2입),5480,2,3
150,두부,강릉초당두부 (550G),2990,3,3
151,드라이이스트,홈플러스시그니처 인스턴트드라이이스트 100g,2990,1,1
151,드라이이스트,브레드가든 인스턴트 드라이이스트 32G,3490,2,1
151,드라이이스트,사프 인스턴트 드라이이스트 소포장 3g x 10봉,1800,1,2
151,드라이이스트,샤프 인스탄트 이스트 125g / 홈베이킹 드라이 분말 건조 발효,2500,2,2
151,드라이이스트,브레드가든 인스턴트 이스트 32g(4g 8개입),3100,3,2
151,드라이이스트,전원식품 인스턴트 드라이 이스트 (90G),2970,1,3
151,드라이이스트,사프 인스턴트 드라이이스트 소포장 3g x 10봉,1900,2,3
152,들기름,오뚜기 들기름 320ML,18390,1,1
152,들기름,해표 들기름 160ML,5990,2,1
152,들기름,홈플러스시그니처 100% 통 들깨로 짠 들기름 300ML,10990,3,1
152,들기름,[피코크] 국산 들깨로 짜낸 들기름 250ml,22800,1,2
152,들기름,시골 들기름 300ml,11800,2,2
152,들기름,[해표] 참 진한 들기름 320ml,10480,3,2
152,들기름,백설 고소한 들기름 (160ML),8380,1,3
152,들기름,오뚜기 향긋한 들기름 (320ML),16700,2,3
152,들기름,백설 고소한 들기름 (300ML),15380,3,3
153,들깨,홈플러스시그니처 들깨가루 300g,7990,1,1
153,들깨,홈플러스시그니처 100% 통 들깨로 짠 들기름 300ML,10990,2,1
153,들깨,홈플러스시그니처 국산 들깨가루 300g,14900,3,1
153,들깨,[배대감] 국산 통들깨 가루 200g,10800,1,2
153,들깨,[성진] 들깨가루 400g,10800,2,2
153,들깨,배대감 들깨가루300g,17800,3,2
153,들깨,요리하다 국산 들깨가루 (300G),14800,1,3
153,들깨,요리하다 들깨가루 (300G),8990,2,3
153,들깨,CJ 햇반 소프트밀 들깨버섯죽 (420G),4480,3,3
154,들깨가루,홈플러스시그니처 들깨가루 300g,7990,1,1
154,들깨가루,홈플러스시그니처 국산 들깨가루 300g,14900,2,1
154,들깨가루,껍질탈피 들깨가루 1kg /JS_들깨분말 프리미엄품질 지퍼백포장,15800,3,1
154,들깨가루,[배대감] 국산 통들깨 가루 200g,10800,1,2
154,들깨가루,[성진] 들깨가루 400g,10800,2,2
154,들깨가루,배대감 들깨가루300g,17800,3,2
154,들깨가루,요리하다 국산 들깨가루 (300G),14800,1,3
154,들깨가루,요리하다 들깨가루 (300G),8990,2,3
154,들깨가루,[웰굿] 프리미엄 국내산 거피들깨가루 200g,13500,3,3
155,딸기,두칸 알큰 딸기 800G(박스),17980,1,1
155,딸기,유명산지 딸기 1KG(박스),11990,2,1
155,딸기,홈플러스시그니처 냉동 딸기 1KG,6990,3,1
155,딸기,SSG 옥종 한단딸기 500g/팩,14800,1,2
155,딸기,한입 스마트팜 GAP 딸기 500g (팩),11900,2,2
155,딸기,무농약 딸기 500g/팩,6980,3,2
155,딸기,담양딸기 (1KG/박스),14900,1,3
155,딸기,[논산직송] 설향 하우스 생딸기 왕특품(24구/900g내외),21900,2,3
155,딸기,[논산직송] 설향 하우스 생딸기 상품(35구/700g내외),15900,3,3
156,땅콩,국산볶음 땅콩 400G (봉),11900,1,1
156,땅콩,[머거본] 냐츠 커피맛땅콩 10G X 18봉,13900,2,1
156,땅콩,[머거본] 냐츠 커피맛땅콩 10G X 36봉,26900,3,1
156,땅콩,오독오독 볶음땅콩 2봉 기획,9990,1,2
156,땅콩,머거본 볶음땅콩 300g,4280,2,2
156,땅콩,오독오독 볶음땅콩 (300g/봉),5990,3,2
156,땅콩,볶음 땅콩 (300G),4270,1,3
156,땅콩,국산 구운 땅콩 (300G),9490,2,3
156,땅콩,비행기에서 먹던 허니 로스티드 땅콩 (150G),4990,3,3
157,땅콩가루,초록들 볶은콩가루/들깨가루/볶은 땅콩가루 (국내산/100g 3종),9900,1,1
157,땅콩가루,초록들 땅콩가루 100g,3700,2,1
157,땅콩가루,초록들 국산 볶은 땅콩가루 1kg,35900,3,1
157,땅콩가루,초록들 볶은 땅콩가루 (국내산/100g),3700,1,2
157,땅콩가루,서래푸드 땅콩분태 땅콩조각 1kg,11000,2,2
157,땅콩가루,초록들 볶은 땅콩가루 (국내산/500g),18400,3,2
157,땅콩가루,[유기샘]만들기 쉬운 약밥쿡(잣찹쌀생땅콩건대추밤호두계피가루),9867,1,3
158,땅콩버터,직수입 땅콩버터 크런치 462G,5990,1,1
158,땅콩버터,직수입 땅콩버터 크리미 462G,5990,2,1
158,땅콩버터,스키피 땅콩 버터 크리미 462G,7990,3,1
158,땅콩버터,노브랜드 피넛버터 크리미 340g,3480,1,2
158,땅콩버터,노브랜드 피넛버터 크런치 340g,3480,2,2
158,땅콩버터,스키피 땅콩버터 크리미 462g,7980,3,2
158,땅콩버터,리고 땅콩버터 청크 (462G),6580,1,3
158,땅콩버터,땅콩버터 오징어 (180G),8990,2,3
158,땅콩버터,안주대첩 땅콩버터맛 오징어 (100G),5900,3,3
159,떡국떡,홈플러스시그니처 우리쌀 떡국떡 500G,3590,1,1
159,떡국떡,풀무원 생가득 우리쌀 떡국떡 700G,6990,2,1
159,떡국떡,하얀햇살 쌀 떡국떡 1KG,3490,3,1
159,떡국떡,노브랜드 떡국떡 800g,1880,1,2
159,떡국떡,[피코크] 찰진 우리쌀떡국떡 1kg,6480,2,2
159,떡국떡,CJ 미정당 우리쌀떡국떡700g,6480,3,2
159,떡국떡,Only Price 쫄깃한 떡국떡 (1010G),2500,1,3
159,떡국떡,칠갑 우리쌀떡국 (1KG),5190,2,3
159,떡국떡,요리하다 우리쌀떡국떡 (700G),4290,3,3
160,라면,농심 신라면 120G*5입,4100,1,1
160,라면,농심 안성탕면 125G*5입,3380,2,1
160,라면,팔도 비빔면 130G*4,3700,3,1
160,라면,[농심] 신라면 120gx5입,4100,1,2
160,라면,[농심] 안성탕면 5입 625g (125g5입),3380,2,2
160,라면,[농심] 올리브 짜파게티 (140gx5입),4880,3,2
160,라면,농심 신라면 (5개입),4100,1,3
160,라면,농심 올리브 짜파게티 (5개입),4880,2,3
160,라면,농심 안성탕면 (5개입),3380,3,3
161,라이스페이퍼,풍국면소스가 들어간 라이스페이퍼 270G,3480,1,1
161,라이스페이퍼,리얼타이 라이스 페이퍼 100g,2600,2,1
161,라이스페이퍼,쿡샵 월남쌈 사각 200g / 라이스페이퍼 샤브샤브,2100,3,1
161,라이스페이퍼,노브랜드 라이스페이퍼 400g,2880,1,2
161,라이스페이퍼,CJ푸드 라이스페이퍼(짜조용) 280g,3000,2,2
161,라이스페이퍼,CJ푸드 라이스페이퍼(스프링롤용) 280g,3000,3,2
161,라이스페이퍼,간편한 라이스페이퍼 (270G),3470,1,3
161,라이스페이퍼,월남쌈 세트 (라이스페이퍼 5개 + 소스 3종),13900,2,3
161,라이스페이퍼,라이스페이퍼(월남쌈 원형) (300G*3입),5960,3,3
162,라임,롯데칠성 트레비 라임 300ML*20,10800,1,1
162,라임,웅진 티즐 제로 라임민트티 500ML,1690,2,1
162,라임,동아제약 가그린라임 750ML,8400,3,1
162,라임,생라임 썬키스트 라임 10과 (103g내외),21900,1,2
162,라임,[멕시코산] 라임 4~6입/팩 (530g내외),9980,2,2
162,라임,[레이지] 라임주스 200ml,2680,3,2
162,라임,멕시코산 라임 (개),1690,1,3
162,라임,미국산 레몬 (6-10입/봉),6990,2,3
162,라임,[신선직배송] 미국산 레몬 (2KG),12900,3,3
163,레드와인,파사바체 시데라 레드와인잔 2P,9990,1,1
163,레드와인,파사바체 엠버 레드와인잔 1P,3490,2,1
163,레드와인,데니그리스 레드와인 비네거 500ml,9220,3,1
163,레드와인,[레드와인] 도스코파스 까베르네 소비뇽,4900,1,2
163,레드와인,[레드와인] G7 까베르네 소비뇽,7900,2,2
163,레드와인,[레드와인] 도스 코파스 레드,4900,3,2
163,레드와인,레알 푸엔테 드라이 (750ML(아/스)),3900,1,3
163,레드와인,레알 푸엔테 세미스위트 (750ML(아/스)),3900,2,3
163,레드와인,1865 까베르네 소비뇽 (750ML(금/칠)),29800,3,3
164,레몬,점보 레몬(미국) (개),1290,1,1
164,레몬,레몬 8-12입(미국) 봉,9990,2,1
164,레몬,미국산 신선 프리미엄 레몬 10kg이내(70-90과),59900,3,1
164,레몬,[미국산] 레몬 9~15입/봉 (1.4kg내외),11980,1,2
164,레몬,미국산 레몬 8~10입 900g (봉),8900,2,2
164,레몬,친환경 제주레몬 3~6입/팩 (600g내외),7980,3,2
164,레몬,미국산 레몬 (6-10입/봉),6990,1,3
164,레몬,멕시코산 라임 (개),1690,2,3
164,레몬,[신선직배송] 미국산 레몬 (2KG),12900,3,3
165,레몬드레싱,레몬후레쉬 200ml/드레싱/소스/레몬즙/에이드/팜피아,1290,1,1
165,레몬드레싱,(아워홈) 프리미엄 유자레몬 드레싱 2kg,37260,2,1
165,레몬드레싱,하인즈 샐러드드레싱스프레이제스티레몬 200ML,4980,3,1
165,레몬드레싱,[Fontana] 레몬 알리올리 드레싱 270g,3380,1,2
165,레몬드레싱,폰타나 무지방 레몬&갈릭샐러드드레싱 230g,3680,2,2
165,레몬드레싱,레이지 레몬즙 200ml,2900,3,2
165,레몬드레싱,풀무원 레몬갈릭 드레싱 (245G),3990,1,3
165,레몬드레싱,폰타나 레몬 알리올리 드레싱 (270G),3280,2,3
165,레몬드레싱,시라큐스 레몬즙 3종 라임즙 레몬쥬스 샐러드드레싱,1900,3,3
166,레몬주스,해태음료 레몬에이드 1.5L,2390,1,1
166,레몬주스,레이지 레몬 쥬스 200ML,3490,2,1
166,레몬주스,엘막 레몬주스 200ML,2090,3,1
166,레몬주스,레이지 레몬주스 200ml,2480,1,2
166,레몬주스,착즙 레몬 원액 주스 250ml,5300,2,2
166,레몬주스,[Limmi] 레몬 쥬스 200ml,2380,3,2
166,레몬주스,제일 레이지 레몬즙 농축 쥬스 (200ML),3480,1,3
166,레몬주스,썬키스트 레몬에이드 (1.5L),1200,2,3
166,레몬주스,레이지 레몬주스 (200ML*4입),11480,3,3
167,레몬즙,[솔리몬] 스페인 착즙 레몬즙 500ml 감성 캠핑 음식 홈바 하이볼 쿠시카츠,5200,1,1
167,레몬즙,레몬후레쉬 200ml/드레싱/소스/레몬즙/에이드/팜피아,1290,2,1
167,레몬즙,[솔리몬] 스페인 착즙 레몬즙 280ml 감성 캠핑 음식 홈바 하이볼 쿠시카츠,3300,3,1
167,레몬즙,헬로 레몬 주스 200ml,2180,1,2
167,레몬즙,착즙 레몬 원액 주스 250ml,5300,2,2
167,레몬즙,[Limmi] 레몬 쥬스 200ml,2380,3,2
167,레몬즙,제일 레이지 레몬즙 농축 쥬스 (200ML),3480,1,3
167,레몬즙,요리하다 레몬즙 (200ML),1490,2,3
167,레몬즙,피오디 레몬즙 (48ML),2080,3,3
168,로즈마리,로즈마리(팩),2000,1,1
168,로즈마리,카르멘시타 로즈마리 25G,3190,2,1
168,로즈마리,신영 로즈마리 홀 24G,3650,3,1
168,로즈마리,피코크 로즈마리 33g,4480,1,2
168,로즈마리,[아이에스에프아이 ISFI] 로즈마리 20g,3480,2,2
168,로즈마리,[성진식품]로즈마리홀 20g,3300,3,2
168,로즈마리,녹차원 로즈마리 허브차 (1G*20입),4200,1,3
168,로즈마리,자연퐁 마더스노트 용기 로즈마리향 (980ML),9500,2,3
168,로즈마리,엘라스틴 보타니카 두피 샴푸 (로즈마리) (700ML),15900,3,3
169,루콜라,루꼴라(팩),1500,1,1
169,루콜라,와일드 루꼴라 (팩),2000,2,1
169,루콜라,와일드 루꼴라 250g 산지에서 싱싱함이 달라요,6600,3,1
169,루콜라,와일드 루꼴라 50g,3480,1,2
169,루콜라,루꼴라 15g,2080,2,2
169,루콜라,한가득 루꼴라(팩),5280,3,2
169,루콜라,와일드 루꼴라 (팩),5990,1,3
169,루콜라,와일드루꼴라 (50G/팩),3990,2,3
169,루콜라,루꼴라 (10G/팩),1990,3,3
170,마늘,깐마늘 1kg(봉),9990,1,1
170,마늘,깐마늘 300G (봉),4790,2,1
170,마늘,홈플러스시그니처_국내산냉동다진마늘_400G,6990,3,1
170,마늘,A)하루깐마늘,990,1,2
170,마늘,깐마늘 200g (봉),3780,2,2
170,마늘,깊은 향 남도 깐마늘 200g,3980,3,2
170,마늘,깐마늘 (300G),4990,1,3
170,마늘,소용량 깐마늘 (60G),1390,2,3
170,마늘,CJ 다진 마늘 (250G),8680,3,3
171,마늘종,삼청동식탁 마늘쫑 새우볶음 70G,4500,1,1
171,마늘종,[반찬] 홈플러스시그니처 마늘쫑 무침 150G,4490,2,1
171,마늘종,[반찬] 간장 마늘쫑 120G,2490,3,1
171,마늘종,[중국산]마늘쫑 300g(봉),4980,1,2
171,마늘종,[반찬천국] 맛있는 BEST반찬 94종 골라담기,2350,2,2
171,마늘종,[산들해반찬]가정식반찬 125종 당일조리 나물 밑반찬 국 탕 찌개 메인요리 새벽배송,3400,3,2
171,마늘종,요리찬 마늘쫑무침 (100G),3290,1,3
171,마늘종,[오늘의채소] 국내산 노지 풋마늘 1kg,11500,2,3
171,마늘종,알찬 마늘쫑무침 (200G),3980,3,3
172,마른고추,크러쉬드레드페퍼 건고추 40g 매운 마른고추 천연향신료 크러쉬드페퍼,5500,1,1
172,마른고추,크러쉬드레드페퍼 건고추 500g 매운 마른고추 천연향신료 크러쉬드페퍼,22500,2,1
172,마른고추,국내산 건고추 100g,6400,1,2
172,마른고추,[반찬천국] 맛있는 BEST반찬 94종 골라담기,2350,2,2
172,마른고추,수제반찬 100종 골라담기,2900,3,2
173,마른새우,[바다모아]두절새우 중 건새우 마른새우 200g,8890,1,1
173,마른새우,두절새우 (마른새우) 110g,10000,2,1
173,마른새우,정성식품 건새우볶음 60G(팩),2490,3,1
173,마른새우,[국산] 군산 꽃새우 (볶음용) (150g),14800,1,2
173,마른새우,[국산] 꽃새우 (볶음용) (80g),9800,2,2
173,마른새우,[국산] 군산 홍새우 (국물용) (200g),13800,3,2
173,마른새우,보리새우 (100G),6990,1,3
173,마른새우,두절새우 (100G),11900,2,3
173,마른새우,요리하다 건새우 우거지된장국 (500G),4490,3,3
174,마른오징어,[샵블리]경북 영덕 마른오징어(대) 360g내외 / 5미,34200,1,1
174,마른오징어,[샵블리]경북 영덕 마른오징어(중) 280g내외 / 5미,28400,2,1
174,마른오징어,[샵블리]경북 영덕 마른오징어(대) 200g내외 / 3미,26500,3,1
174,마른오징어,버터구이 대왕 오징어 180g (90g*2),13980,1,2
174,마른오징어,[국산] 동해안 건오징어 (4미 220g 내외),26800,2,2
174,마른오징어,무첨가 바른 진미오징어채 200g,6980,3,2
174,마른오징어,바다원 국산 마른오징어 5미 부드러운 건오징어 안주,19900,1,3
174,마른오징어,바다원 국산 마른오징어 10미 부드러운 건오징어 안주,37900,2,3
174,마른오징어,바다원 국내산 촉촉한 피데기 반건조 오징어 5미 대,24900,3,3
175,마요네즈,오뚜기 골드 마요네즈 800G,8680,1,1
175,마요네즈,오뚜기 골드 마요네즈 300G,3950,2,1
175,마요네즈,대상 청정원 프레시 마요네즈 300G,3100,3,1
175,마요네즈,[오뚜기] 골드 마요네즈 (300g),3950,1,2
175,마요네즈,[피코크] 마요네즈300g,2980,2,2
175,마요네즈,[오뚜기] 골드 마요네즈 500g,5950,3,2
175,마요네즈,오뚜기 골드마요네스 (300G),3950,1,3
175,마요네즈,오뚜기 골드마요네스 (500G),5950,2,3
175,마요네즈,청정원 고소한 마요네즈 (500G),5400,3,3
176,만두피,풀무원 얇은피 꽉찬 속 고기 만두 400G*2,9490,1,1
176,만두피,풀무원 얇은피 꽉찬 속 김치 만두 400G*2,9490,2,1
176,만두피,풀무원 얇은피 꽉찬 한식교자 고기한상 360G*3,9990,3,1
176,만두피,(Q)오뚜기 찹쌀 왕만두피 300g,2080,1,2
176,만두피,찰진생만두피 270g,2480,2,2
176,만두피,찹쌀 왕만두피 340g,2680,3,2
176,만두피,오뚜기 왕만두피 (300G),2080,1,3
176,만두피,해태 찹쌀 왕만두피 (360G),2680,2,3
176,만두피,[푸른들마켓] 찹쌀 만두피 260g,2300,3,3
177,말린 표고버섯,그대로말린 국산 천연조미료 표고버섯 22g,6900,1,1
177,말린 표고버섯,그대로말린 국산 건조 야채 표고버섯 슬라이스 25g,4900,2,1
177,말린 표고버섯,표고버섯칩 말린 건 표고버섯 큐브 육수용 야채건더기 200g,12000,3,1
177,말린 표고버섯,건표고채 (60g/봉),4990,1,2
177,말린 표고버섯,건표고채 (270g/봉),19900,2,2
177,말린 표고버섯,태양건조 표고슬라이스 100g,9480,3,2
178,말린새우,건푸드 두절새우 말린 중국 건새우,8800,1,1
178,말린새우,국내산 잘말린 두절새우 400g(대),31900,2,1
178,말린새우,국내산 잘말린 두절새우 400g(소 반찬용),31900,3,1
178,말린새우,[국산] 군산 꽃새우 (볶음용) (150g),14800,1,2
178,말린새우,[국산] 군산 홍새우 (국물용) (200g),13800,2,2
178,말린새우,[국산] 꽃새우 (볶음용) (80g),9800,3,2
178,말린새우,국내산 잘말린 두절새우 400g(소 반찬용),33900,1,3
178,말린새우,국내산 잘말린 두절새우 400g(대),33900,2,3
179,말린표고버섯,그대로말린 국산 천연조미료 표고버섯 22g,6900,1,1
179,말린표고버섯,그대로말린 국산 건조 야채 표고버섯 슬라이스 25g,4900,2,1
